Title,Release Date,Genres,Overview,Original Language,Vote Average,Vote Count,Popularity,TMDB ID
The Usual Suspects,7/19/1995,"Drama, Crime, Thriller",hold la interrogation room verbal king attempt convince fed mythic crime lord geyser exist responsible draw partner multimillion dollar heist end explosion san pedro harbour leave survivor verbal lure interrogator incredible story crime lord supernatural prowess,en,8.173,10771,8.06,629
Flow,8/29/2024,"Animation, Adventure, Fantasy, Family",solitary cat displace great flood find refuge boat specie navigate challenge adapt transformed world,lv,8.2,2142,24.2681,823219
Top Gun: Maverick,5/21/2022,"Action, Drama",thirty year service navy aviator dodge advancement rank ground pete maverick mitchell find train detachment gun graduate specialized mission like living pilot see,en,8.171,10037,23.3724,361743
Tokyo Story,11/3/1953,Drama,elderly ski wife tom long journey small seaside village visit adult child tokyo eld son kochi doctor daughter shine hairdresser time spend aged parent fall torino widow young son kill war law company,ja,8.2,1132,2.7054,18148
Black Clover: Sword of the Wizard King,6/16/2023,"Animation, Fantasy, Action, Adventure",lion hearted boy not wield magic strive title wizard king banish wizard king yore return crush clover kingdom,ja,8.165,315,5.159,812225
Alien,5/25/1979,"Horror, Science Fiction",return earth commercial spaceship nostrum intercept distress signal distant planet member team crew discover chamber contain thousand egg planet creature inside egg attack explorer entire crew unaware impending nightmare set descend alien parasite plant inside unfortunate host birth,en,8.164,15442,13.0561,348
Vertigo,5/28/1958,"Mystery, Romance, Thriller",retired san francisco detective suffering acrophobia investigate strange activity old friend wife dangerously obsess,en,8.2,5972,4.141,426
Scarface,12/9/1983,"Action, Crime, Drama",get green card exchange assassinate cuban government official tony montana stake claim drug trade miami viciously murder stand way tony eventually big drug lord state control nearly cocaine come miami increase pressure police war colombian drug cartel drug fuel paranoia serve fuel flame eventual downfall,en,8.16,12324,14.6552,111
The Departed,10/4/2006,"Drama, Thriller, Crime",south boston irish mafia police send infiltrate underworld realize syndicate likewise undercover cop curry favor mob kingpin career criminal rise police rank side soon discover mole,en,8.159,15418,9.1761,1422
Innocent Voices,1/28/2005,"Drama, War",young boy attempt normal childhood al salvador catch dramatic fight life desperately try avoid war rage,es,8.158,505,1.6199,20941
Good Will Hunting,12/5/1997,Drama,headstrong aimless hunting genius level choose work janitor secretly solve highly difficult graduate level match problem talent discover professor gerald flambeau decide help misguided youth reach potential arrest attack police officer professor flambeau make deal leniency get court order therapy eventually therapist sean mcguire help confront demon hold,en,8.157,12937,13.5728,489
Casablanca,1/15/1943,"Drama, Romance",casablanca morocco december cynical american expatriate meet lover unforeseen complication,en,8.2,5675,4.5971,289
Silenced,9/22/2011,Drama,base actual event take place kwangju india school hearing impair young deaf student victim repeat sexual assault faculty member period year early,ko,8.155,691,2.8035,81481
The Kid,1/21/1921,"Comedy, Drama",tramp care boy s abandon newborn mother later mother change heart ache reunite son,en,8.2,2210,3.0326,10098
My Hero Academia: Heroes Rising,12/20/2019,"Animation, Action, Fantasy, Adventure",class visit nab island finally real hero work place peaceful like vacation attack villain unfathomable quirk power eerily familiar look like shiva raki hand plan retire citizen live line time question de friend generation hero island hope,ja,8.153,1218,3.5045,592350
Piper,6/16/2016,"Family, Animation",mother bird try teach little find food process encounter traumatic experience overcome order survive,en,8.153,1671,1.4737,399106
Persona,10/18/1966,Drama,young nurse alma charge elisabeth roger actress seemingly healthy respect talk spend time alma speak elisabeth constantly receive answer,sv,8.15,2280,3.3867,797
Singin' in the Rain,4/10/1952,"Comedy, Romance",hollywood silent film production company cast difficult transition sound,en,8.1,3283,3.6737,872
Capernaum,9/20/2018,Drama,run away negligent parent commit violent crime sentence year jail harden streetwise year old lebanese boy sue parent protest life give,ar,8.147,1819,3.5987,517814
The Truman Show,6/4/1998,"Comedy, Drama",second day moment bear thirty year truman burbank unwitting star long run popular documentary soap opera history picture perfect town sea haven call home actually gigantic soundstage truman friend family meet fact actor live moment unblinking gaze thousand hide camera,en,8.148,19133,13.8654,37165
Hamilton,7/3/2020,"History, Drama",present tale american founding father alexander hamilton film version original broadway smash hit story america tell america,en,8.1,1516,2.7566,556574
Dune: Part Two,2/27/2024,"Science Fiction, Adventure",follow mythic journey paul strides unite chain breman path revenge conspirator destroy family face choice love life fate know universe paul endeavours prevent terrible future foresee,en,8.143,6860,19.0813,693134
My Friends,10/24/1975,Comedy,inseparable friend try face midlife crisis day trip prank expense family people,it,8.141,714,1.0234,20914
Togo,12/20/2019,"Adventure, Family",untold true story set winter take treacherous terrain alaskan tundra exhilarating uplifting adventure test strength courage determination man leonard sep ala lead sle dog togo,en,8.1,2107,2.903,606856
Palmer,1/28/2021,Drama,year prison high school football star eddie palmer return home life form unlikely bond sam outcast boy troubled home eddy past threaten ruin new life family,en,8.141,1772,10.2557,458220
Violet Evergarden: Eternity and the Auto Memory Doll,9/6/2019,"Drama, Fantasy, Animation",isabella daughter noble york family enrol girl academy groom dame worthy nobility give future see prestigious school prison outside world family notice struggle lesson decide hire violet garden personally tutor guise handmaiden isabella treat violet coldly violet able perfectly lead isabella assume bear silver spoon time isabella begin realize violet struggle start open isabella soon reveal lose contact beloved young sister yearn have experience power word past clientele violet ask isabella wish write letter taylor violet able help isabella convey feeling long lose sister,ja,8.1,411,1.759,610892
Better Days,10/25/2019,"Drama, Crime, Romance",bully teenage girl form unlikely friendship mysterious young man protect assailant cope pressure final examination,zh,8.135,495,3.279,575813
Bound by Honor,2/5/1993,"Crime, Action, Drama, Thriller",base true life experience poet jimmy santiago film focus half brother pack cruz biracial cousin milo open member east la gang know vat loco story focus violent crime influence narcotic alter life milo incarcerate send san quentin make home cruz exceptional artist heroin addiction overcome tragic result pack cop enemy carnal milo,en,8.135,1441,5.0447,9702
Central Station,4/3/1998,Drama,emotional journey school teacher write letter illiterate people young boy mother die search father know,pt,8.1,971,1.6389,666
Joker,10/1/2019,"Crime, Thriller, Drama",fail standup comedian drive insane turn life crime chaos gotham city infamous psychopathic crime figure,en,8.134,26621,14.0881,475557
8½,2/14/1963,Drama,guido anselm film director find creatively barren peak career urge doctor rest anselm head luxurious resort sorry group gather producer staff actor wife mistress relative beg retreat dependency fantasize past woman dream childhood,it,8.136,2394,3.1926,422
Taxi Driver,2/9/1976,"Crime, Drama",mentally unstable vietnam war veteran work nighttime taxi driver new york city perceive decadence sleaze feed urge violent action,en,8.135,12766,9.6661,103
There's Still Tomorrow,10/26/2023,"Drama, Comedy, History",postwar rome work class woman dream well future daughter face abuse hand domineering husband mysterious letter arrive discover courage change circumstance life,it,8.129,1397,4.1753,1026227
The Shop Around the Corner,1/12/1940,"Comedy, Drama, Romance",employee gift shop barely stand realise fall love post anonymous pen pal,en,8.129,762,1.517,20334
Terminator 2: Judgment Day,7/3/1991,"Action, Thriller, Science Fiction",set year event original james cameron classic sci action flick tell story second attempt rid rebellion leader john condor time target boy rebellion send reprogrammed terminator protect condor,en,8.128,13442,13.6354,280
Full Metal Jacket,6/26/1987,"Drama, War",pragmatic marine observe dehumanizing effect vietnam war fellow recruit brutal boot camp training bloody street fighting hue,en,8.123,10890,6.9699,600
Jujutsu Kaisen 0,12/24/2021,"Animation, Action, Fantasy",yuma okhotsk nervous high school student suffer problem childhood friend rita turn curse will not leave rita ordinary curse plight notice satori goo teacher jujitsu high school fledgling exorcist learn combat curse goo convince yuma enroll learn time confront curse haunt,ja,8.123,1527,6.5405,810693
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1/29/1964,"Comedy, War",insane general jack dripper initiate nuclear strike soviet union war room politician general russian diplomat frantically try stop,en,8.1,5836,3.5971,935
Red Beard,4/3/1965,Drama,aspire easy job personal physician wealthy family boru photo disappoint post medical school take small country clinic gruff doctor red beard photo rebel numerous way red beard prove wise patient teacher gradually introduce student unglamorous profession ultimately assign care prostitute rescue local brothel,ja,8.1,378,1.7994,3780
